Year,Age,Female_Exp,Male_Exp,q_female,q_male,Female_death,Male_death,L_female_exp,L_male_exp
1951,57,39622.12,36849.58,0.008783,0.011126,348.00108,409.9884271,10.58714283,10.5145995
1951,58,38335.88,35519.77,0.010147,0.013091,388.9941744,464.9893091,10.55414155,10.47784472
1951,59,37567.42,34474.57,0.010488,0.014416,394.007101,496.9854011,10.53389246,10.44797723
1951,60,36882.57,33431.2,0.011794,0.016392,434.9930306,548.0042304,10.51549436,10.41724488
1951,61,35367.72,31723.27,0.012243,0.017495,433.006996,554.9986087,10.47355482,10.36480576
1951,62,34622.8,31128.7,0.013633,0.018311,472.0126324,569.9976257,10.4522677,10.3458855
1951,63,34371.4,31028.5,0.016293,0.020401,560.0132202,633.0124285,10.4449801,10.34266142
1951,64,33360.98,30110.42,0.017416,0.022982,581.0148277,691.9976724,10.41514223,10.31262657
1951,65,31799.48,28789.63,0.019717,0.024488,626.9903472,705.0004594,10.36720522,10.26777053
1951,66,30505.45,27654.45,0.02098,0.026397,640.004341,729.9945167,10.32566064,10.22754193
1951,67,28986.22,25899.03,0.02515,0.031391,729.003433,812.9964507,10.27457582,10.1619608
1951,68,27178.05,24017.1,0.027706,0.033018,752.9950533,792.9966078,10.21016494,10.08652136
1951,69,25770.3,22994.3,0.029491,0.036183,759.9919173,832.0027569,10.15697795,10.04300164
1951,70,24589.33,21881.08,0.035137,0.041954,863.9952882,917.9988303,10.11006789,9.993377616
1951,71,23881.07,21051.95,0.036263,0.044794,865.9992414,943.0010483,10.08084137,9.954748471
1951,72,22576.98,19844.57,0.045843,0.049081,1034.996494,973.9913402,10.02468608,9.895685697
1951,73,21060.03,18679.13,0.049905,0.054446,1051.000797,1017.003912,9.95513221,9.835162137
1951,74,19467.72,17478.33,0.053062,0.059903,1032.996159,1047.004402,9.876512988,9.768717107
1951,75,17734.08,15775.93,0.062648,0.068142,1111.004644,1075.003422,9.783243491,9.66624064
1951,76,16165.38,14188.75,0.069531,0.073861,1123.995037,1047.995264,9.690627198,9.560204676
1951,77,14543.43,12505.62,0.07983,0.084042,1161.002017,1050.997316,9.584894624,9.433933422
1951,78,13039.73,11105.57,0.085661,0.096978,1116.996312,1076.995968,9.47575613,9.315202063
1951,79,11745.78,9966.17,0.099525,0.103952,1168.998755,1036.003304,9.371249306,9.206951637
1951,80,10294.67,8590.67,0.108017,0.116056,1111.999369,996.9987975,9.239381565,9.05843201
1951,81,8664.17,7134.17,0.119227,0.132742,1033.002997,947.0039941,9.06695141,8.872651195
1951,82,7198.33,5709.33,0.137115,0.143274,986.999018,817.9985464,8.881604334,8.649856958
1951,83,6235.67,4819.17,0.153793,0.172436,959.0023963,830.9983981,8.73804131,8.480356993
1951,84,5831.67,4560.5,0.167534,0.173446,977.0030018,791.000483,8.671058688,8.425187546
1951,85,5158,3860.5,0.18069,0.214998,931.99902,829.999779,8.548304186,8.258551988
1951,86,4271,3098.67,0.211426,0.22074,903.000446,684.0004158,8.359603271,8.038728266
1951,87,3402.33,2530.83,0.22514,0.241027,766.0005762,609.9983624,8.13221577,7.836302591
1951,88,2673.67,1938.33,0.253958,0.278074,678.9998859,538.9991764,7.891207339,7.569582057
1951,89,2004.67,1366.5,0.268873,0.294182,539.0016369,401.999703,7.603234738,7.220008005
1951,90,1481.67,1022.83,0.292913,0.326544,434.0004047,333.9989995,7.300925109,6.930328574
1951,91,1112.5,782.5,0.32,0.364217,356,284.9998025,7.014365014,6.662493922
1951,92,807.83,537.67,0.354033,0.422195,285.9984784,227.0015857,6.69435164,6.287244989
1951,93,538,333.83,0.351301,0.380429,188.999938,126.9986131,6.28785856,5.810631881
1951,94,359.67,195.17,0.433735,0.48164,156.0014675,94.0016788,5.885186944,5.273870974
1951,95,222.83,117.17,0.426328,0.486486,94.99866824,57.00156462,5.406409149,4.763625872
1951,96,143.17,74.83,0.447031,0.547884,64.00142827,40.99815972,4.964032735,4.315218874
1951,97,103,48.67,0.427184,0.410959,43.999952,20.00137453,4.634728988,3.885062824
1951,98,52.67,27.33,0.512658,0.621951,27.00169686,16.99792083,3.964046034,3.307985
1951,99,30,14.17,0.9,0.635294,27,9.00211598,3.401197382,2.651127054
1951,100,18,10.5,0.333333,0.571429,5.999994,6.0000045,2.890371758,2.351375257
1951,101,8.83,1.5,0.566038,0,4.99811554,0,2.178155015,0.405465108
1951,102,5.33,1.67,0.5625,1.2,2.998125,2.004,1.673351238,0.512823626
1951,103,1.83,0.83,0.545455,1.2,0.99818265,0.996,0.604315967,-0.186329578
1951,104,0,0,,,,,0,0
1951,105,0,0,,,,,0,0
1951,106,0.5,0,0,,0,,-0.693147181,0
1951,107,0.5,0,0,,0,,-0.693147181,0
1951,108,0,0,,,,,0,0
1951,109,0,0,,,,,0,0
1951,,0,0,,,,,0,0
1952,0,52644.35,55862.61,0.017913,0.022627,943.0182416,1264.003277,10.8713142,10.93065056
1952,1,53425.03,56706.8,0.001666,0.001746,89.00609998,99.0100728,10.88603464,10.94564941
1952,2,56036.4,59335.9,0.000892,0.001416,49.9844688,84.0196344,10.93375676,10.9909698
1952,3,59018.73,61831.55,0.000813,0.001003,47.98222749,62.01704465,10.98561013,11.03216903
1952,4,60794.85,63605.38,0.000625,0.001101,37.99678125,70.02952338,11.01526036,11.06045334
1952,5,61999.47,65142.95,0.000435,0.000998,26.96976945,65.0126641,11.03488112,11.08433937
1952,6,63040.23,66497.52,0.000381,0.000752,24.01832763,50.00613504,11.05152837,11.10491993
1952,7,63194.95,66721.33,0.000411,0.000749,25.97312445,49.97427617,11.05397967,11.10827997
1952,8,61446.7,64358.75,0.000244,0.000528,14.9929948,33.98142,11.02592541,11.07222818
1952,9,57182.03,59624.95,0.000297,0.000436,16.98306291,25.9964782,10.95399497,10.99582939
1952,10,51233.42,53363.22,0.000351,0.000375,17.98293042,20.0112075,10.84414733,10.88487702
1952,11,46874.02,48656.5,0.000277,0.000534,12.98410354,25.982571,10.75521886,10.79254069
1952,12,46302.03,47951.3,0.000324,0.000417,15.00185772,19.9956921,10.74294108,10.77794119
1952,13,45884.25,47377.82,0.000218,0.000401,10.0027665,18.99850582,10.7338772,10.76590947
1952,14,43923.47,45519.67,0.000478,0.000659,20.99541866,29.99746253,10.69020408,10.72589982
1952,15,42676.1,44115.73,0.000351,0.000748,14.9793111,32.99856604,10.66139432,10.69457169
1952,16,41415.92,42985.63,0.000435,0.000907,18.0159252,38.98796641,10.63142063,10.66862115
1952,17,40306.98,41919.57,0.000347,0.000978,13.98652206,40.99733946,10.60427993,10.64350806
1952,18,40270.58,41480.67,0.000646,0.001422,26.01479468,58.98551274,10.60337646,10.63298282
1952,19,41491.18,42325.42,0.00053,0.001276,21.9903254,54.00723592,10.63323615,10.65314313
1952,20,42987.95,43508.7,0.000349,0.001149,15.00279455,49.9914963,10.66867512,10.6807162
1952,21,44050.12,44254.42,0.000636,0.001243,28.01587632,55.00824406,10.69308336,10.69771053
1952,22,44532.53,44643.03,0.000584,0.001546,26.00699752,69.01812438,10.70397521,10.70645347
1952,23,45384.5,45652.13,0.000595,0.001424,27.0037775,65.00863312,10.72292592,10.72880554
1952,24,46377.75,46736.58,0.000906,0.00122,42.0182415,57.0186276,10.7445751,10.75228244
1952,25,47114.17,47573.93,0.000785,0.001219,36.98462345,57.99262067,10.76032908,10.7700402
1952,26,48919.92,49563.93,0.000777,0.001412,38.01077784,69.98426916,10.79793995,10.81101863
1952,27,50400.1,51254.5,0.000714,0.001405,35.9856714,72.0125725,10.82774844,10.8445587
1952,28,51632.27,52707.25,0.000697,0.001176,35.98769219,61.983726,10.85190214,10.8725083
1952,29,52869.23,53936.13,0.000889,0.001316,47.00074547,70.97994708,10.87557679,10.89555585
1952,30,55562.48,56549.85,0.000954,0.001715,53.00660592,96.98299275,10.92526343,10.94287783
1952,31,59685.32,60929.78,0.000989,0.001395,59.02878148,84.9970431,10.99684137,11.01747733
1952,32,56251.02,57636.95,0.001244,0.001423,69.97626888,82.01737985,10.93757945,10.96191913
1952,33,51084.67,52243.32,0.000979,0.001952,50.01189193,101.9789606,10.84123973,10.86366732
1952,34,51816.1,52777.68,0.001274,0.001667,66.0137114,87.98039256,10.85545619,10.87384365
1952,35,52010.75,53202.62,0.001327,0.001786,69.01826525,95.01987932,10.85920571,10.88186292
1952,36,51827.35,52928.75,0.001351,0.001814,70.01874985,96.0127525,10.85567328,10.87670195
1952,37,52987.78,53831.58,0.001453,0.002081,76.99124434,112.023518,10.8778166,10.89361556
1952,38,54048.82,55193.63,0.001351,0.002011,73.01995582,110.9943899,10.89764299,10.91860283
1952,39,54447.35,55841.03,0.001653,0.002346,90.00146955,131.0030564,10.90498946,10.93026418
1952,40,54350.75,55800.05,0.002024,0.002473,110.005918,137.9935237,10.90321369,10.92953004
1952,41,53814.65,55451.3,0.001895,0.002633,101.9787618,146.0032729,10.89330101,10.92326044
1952,42,54552.53,55802.47,0.002383,0.002849,129.998679,158.981237,10.90691937,10.92957341
1952,43,54589.78,55254.6,0.002253,0.00266,122.9907743,146.977236,10.90760197,10.91970687
1952,44,53335.1,53623.48,0.002737,0.003525,145.9781687,189.022767,10.88434993,10.88974231
1952,45,52246.53,52342.5,0.002852,0.003859,149.0071036,201.9897075,10.86372876,10.86556394
1952,46,51279.05,50741.68,0.002867,0.003626,147.0170364,183.9893317,10.84503757,10.83450294
1952,47,50180.02,49343.53,0.003009,0.00454,150.9916802,224.0196262,10.82337222,10.80656193
1952,48,48949.6,48182.98,0.003412,0.004628,167.0160352,222.9908314,10.79854648,10.78276113
1952,49,48558.7,47434.28,0.004222,0.005165,205.0148314,244.9980562,10.79052865,10.76710045
1952,50,48231.6,47107.85,0.004644,0.006071,223.9875504,285.9917574,10.78376969,10.76019493
1952,51,47355,45981.72,0.005237,0.006546,247.998135,300.9963391,10.76542769,10.73599921
1952,52,45550.97,43847.22,0.005466,0.00723,248.981602,317.0154006,10.7265872,10.6884666
1952,53,44132.18,42373.13,0.005846,0.007646,257.9967243,323.984952,10.6949445,10.65426971
1952,54,43392.47,41667.1,0.007052,0.008952,306.0036984,373.0038792,10.6780412,10.63746713
1952,55,42309.25,40556.28,0.007162,0.010282,303.0188485,416.999671,10.65276102,10.61044592
1952,56,41707.57,39524.18,0.008248,0.010373,344.0040374,409.9843191,10.63843793,10.58466792
1952,57,40566.22,37923.75,0.008776,0.011787,356.0091467,447.0072413,10.61069098,10.54333284
1952,58,39272.95,36427.43,0.008887,0.011859,349.0187067,431.9928924,10.57829127,10.50307734
1952,59,37973.85,35061.6,0.009954,0.013548,377.9917029,475.0145568,10.54465304,10.46486179
1952,60,37170.57,33985.83,0.011407,0.014741,424.004692,500.98512,10.5232726,10.43369895
1952,61,36454.68,32895.17,0.012399,0.016781,452.0015773,552.0138478,10.50382512,10.40108112
1952,62,34903.9,31179.73,0.014783,0.01857,515.9843537,579.0075861,10.46035385,10.34752348
1952,63,34116.83,30534.07,0.016121,0.020698,549.9974164,631.9941809,10.43754609,10.32659839
1952,64,33811.95,30374.25,0.016769,0.022585,566.9925896,686.0024363,10.42856957,10.32135049
1952,65,32778.95,29430.3,0.019433,0.023989,636.9933354,706.0034667,10.39754182,10.28978004
1952,66,31173.08,28079.05,0.021397,0.027529,667.0103928,772.9881675,10.34731018,10.24277903
1952,67,29818.45,26885.93,0.023073,0.029607,688.0010969,796.0117295,10.30288261,10.19935838
1952,68,28279.48,25120.33,0.026945,0.032165,761.9905886,807.9954145,10.24989173,10.13143276
1952,69,26409.73,23211.17,0.030519,0.037697,805.9985499,874.9914755,10.18148778,10.05238891
1952,70,24944.93,22126.02,0.035238,0.040224,879.0094433,889.9970285,10.12442587,10.00450957
1952,71,23753.9,20969.12,0.037931,0.043349,901.0091809,908.9903829,10.07550201,9.950806158
1952,72,22951.78,20112.3,0.042655,0.048627,979.0081759,978.0008121,10.04115077,9.909086847
1952,73,21576.17,18862.27,0.047135,0.051478,1016.992773,970.9919351,9.979344744,9.84491891
1952,74,20027.95,17677.77,0.053475,0.057869,1070.994626,1022.994872,9.904884077,9.780063197
1952,75,18412.68,16423.93,0.057623,0.066427,1060.99386,1090.992398,9.820794837,9.706494697
1952,76,16618.05,14725.12,0.06848,0.073955,1138.004064,1088.99625,9.718244733,9.597310158
1952,77,15044.37,13116.78,0.073184,0.083862,1101.007174,1099.999404,9.618759114,9.481647606
1952,78,13420.93,11455.13,0.086507,0.088257,1161.004392,1010.995408,9.504570708,9.346192944
1952,79,11913.42,10055.47,0.093844,0.107603,1118.002987,1081.998738,9.385420775,9.215872044
1952,80,10638,8956.67,0.103403,0.108188,1100.001114,969.004214,9.272187775,9.100153785
1952,81,9211.5,7637.17,0.119416,0.119285,1100.000484,910.9998235,9.128207982,8.940782395
1952,82,7653.83,6241.5,0.129216,0.149964,988.9972973,936.000306,8.942961455,8.738975817
1952,83,6276,4889.67,0.134959,0.144795,847.002684,707.9997677,8.744488114,8.494880096
1952,84,5355.67,4082.5,0.160204,0.171464,857.9997567,700.00178,8.585911092,8.314464825
1952,85,4939.33,3764,0.167634,0.214931,827.9996452,809.000284,8.504984974,8.233237501
1952,86,4286.17,3103,0.201345,0.22591,862.9988987,700.99873,8.363148839,8.040124664
1952,87,3445.67,2465.33,0.204605,0.244592,705.0013104,602.9999954,8.144873649,7.810080952
1952,88,2727.5,1963.5,0.229514,0.256684,625.999435,503.999034,7.911140718,7.582483874
1952,89,2084.5,1487.17,0.266731,0.266278,556.0007695,396.0006533,7.642284297,7.304630264
1952,90,1533,1019.17,0.262883,0.295339,402.999639,301.0006486,7.334981879,6.92674385
1952,91,1102,733.33,0.299456,0.342273,330.000512,250.9990591,7.00488199,6.597595805
1952,92,807.17,546.5,0.332026,0.356816,268.0014264,194.999944,6.693534303,6.303534308
1952,93,573,369.5,0.361257,0.368065,207.000261,136.0000175,6.350885717,5.91215074
1952,94,372.5,221.17,0.332886,0.348154,124.000035,77.00122018,5.920237038,5.398931637
1952,95,243,126.83,0.374486,0.449409,91.000098,56.99854347,5.493061443,4.842847607
1952,96,145.67,73.67,0.473684,0.556561,69.00154828,41.00184887,4.98134379,4.299595661
1952,97,93,44.33,0.44086,0.338346,40.99998,14.99887818,4.532599493,3.791661649
1952,98,65.5,29.5,0.320611,0.610169,21.0000205,17.9999855,4.182050143,3.384390263
1952,99,33.67,13.5,0.386139,0.666667,13.00130013,9.0000045,3.516607233,2.602689685
1952,100,17.17,9.33,0.815534,0.428571,14.00271878,3.99856743,2.843163675,2.233235015
1952,101,9.17,6.67,0.436364,0.6,4.00145788,4.002,2.215937286,1.89761986
1952,102,5.17,1.33,0.387097,0.75,2.00129149,0.9975,1.642872689,0.285178942
1952,103,3.33,0.5,0.3,0,0.999,0,1.202972304,-0.693147181
1952,104,0.67,0.5,1.5,0,1.005,0,-0.400477567,-0.693147181
1952,105,0,0,,,,,0,0
1952,106,0,0,,,,,0,0
1952,107,0.33,0,3,,0.99,,-1.108662625,0
1952,108,0,0,,,,,0,0
1952,109,0,0,,,,,0,0
1952,,0,0,,,,,0,0
1953,0,52648.45,55961.14,0.016582,0.021283,873.0165979,1191.020943,10.87139208,10.9324128
1953,1,52403.39,55537.33,0.001527,0.001837,80.01997653,102.0220752,10.86672656,10.92481069
1953,2,53409.73,56680.8,0.001067,0.001041,56.98818191,59.0047128,10.88574822,10.94519081
1953,3,56047.27,59323.58,0.000678,0.001062,38.00004906,63.00164196,10.93395072,10.99076215
1953,4,59030.63,61820.47,0.000424,0.000873,25.02898712,53.96927031,10.98581174,11.03198982
1953,5,60811.47,63595.32,0.000444,0.000881,27.00029268,56.02747692,11.0155337,11.06029516
1953,6,62023.05,65132.75,0.000435,0.000952,26.98002675,62.006378,11.03526137,11.08418277
1953,7,63059.27,66479.72,0.000444,0.000827,27.99831588,54.97872844,11.05183036,11.10465222
1953,8,63214.4,66712.45,0.000301,0.000615,19.0275344,41.02815675,11.0542874,11.10814687
1953,9,61482.28,64369.93,0.000309,0.000559,18.99802452,35.98279087,11.02650428,11.07240188
1953,10,57237.6,59644.62,0.00021,0.000637,12.019896,37.99362294,10.9549663,10.99615923
1953,11,51319.73,53414.05,0.000273,0.000337,14.01028629,18.00053485,10.84583056,10.8858291
1953,12,46994.48,48727.55,0.000277,0.000698,13.01747096,34.0118299,10.75778543,10.79399986
1953,13,46448.15,48047.33,0.000366,0.000562,17.0000229,27.00259946,10.74609192,10.77994185
1953,14,46054.13,47502.7,0.000369,0.000632,16.99397397,30.0217064,10.73757272,10.76854183
1953,15,44125.42,45673.05,0.000272,0.000766,12.00211424,34.9855563,10.69479131,10.72926369
1953,16,42890.93,44292.2,0.000373,0.000971,15.99831689,43.0077262,10.66641566,10.69856387
1953,17,41633.1,43164.73,0.000649,0.001158,27.0198819,49.98475734,10.6366508,10.67277901
1953,18,40543.02,42106.07,0.000444,0.001259,18.00110088,53.01154213,10.61011891,10.64794719
1953,19,40487.75,41652.9,0.000568,0.001296,22.997042,53.9821584,10.60875474,10.63712627
1953,20,41683.12,42505.53,0.000696,0.001317,29.01145152,55.97978301,10.63785153,10.65738946
1953,21,43169.05,43678.58,0.000741,0.001809,31.98826605,79.01455122,10.67287908,10.6846131
1953,22,44212.15,44413.6,0.000769,0.001621,33.99914335,71.9944456,10.69675492,10.70130101
1953,23,44669.28,44798.78,0.000672,0.001496,30.01775616,67.01897488,10.7070413,10.70993619
1953,24,45494.03,45786.63,0.00055,0.001179,25.0217165,53.98243677,10.72533639,10.73174741
1953,25,46454.1,46848.8,0.000689,0.001281,32.0068749,60.0133128,10.74622001,10.75468067
1953,26,47169.88,47650.52,0.000806,0.001637,38.01892328,78.00390124,10.76151083,10.77164882
1953,27,48963.73,49611.97,0.000735,0.00133,35.98834155,65.9839201,10.7988351,10.81198741
1953,28,50443.32,51281.37,0.000654,0.001482,32.98993128,75.99899034,10.82860561,10.84508281
1953,29,51661.87,52714.27,0.00091,0.001575,47.0123017,83.02497525,10.85247526,10.87264148
1953,30,52879.03,53918.15,0.000813,0.001502,42.99065139,80.9850613,10.87576213,10.89522244
1953,31,55553.6,56511.8,0.001134,0.001575,62.9977824,89.006085,10.9251036,10.94220475
1953,32,59652.05,60875.85,0.001106,0.001873,65.9751673,114.0204671,10.99628379,11.01659182
1953,33,56207.72,57577.72,0.00121,0.001476,68.0113412,84.98471472,10.93680939,10.96089097
1953,34,51039.95,52180.38,0.001215,0.001629,62.01353925,85.00183902,10.84036394,10.86246184
1953,35,51765.63,52713.38,0.000985,0.001499,50.98914555,79.01735662,10.8544817,10.87262459
1953,36,51961.87,53126.02,0.001559,0.002014,81.00855533,106.9958043,10.85826546,10.88042211
1953,37,51773.88,52839.98,0.001294,0.001949,66.99540072,102.985121,10.85464105,10.87502338
1953,38,52935.68,53738.62,0.001587,0.002252,84.00892416,121.0193722,10.87683287,10.8918872
1953,39,53996.45,55089.12,0.001463,0.002233,78.99680635,123.014005,10.89667358,10.91670752
1953,40,54377.25,55724.4,0.002041,0.002279,110.9839673,126.9959076,10.90370115,10.92817339
1953,41,54248.88,55677.07,0.002101,0.002479,113.9768969,138.0234565,10.90133763,10.92732367
1953,42,53722.28,55316.62,0.001713,0.002712,92.02626564,150.0186734,10.89158309,10.92082869
1953,43,54434.12,55646.43,0.002498,0.003091,135.9764318,172.0031151,10.90474644,10.9267732
1953,44,54482.77,55102.57,0.002368,0.003267,129.0151994,180.0200962,10.90563978,10.91695164
1953,45,53206.52,53449.3,0.00297,0.003798,158.0233644,203.0004414,10.88193622,10.88648882
1953,46,52109.5,52149.35,0.002821,0.003912,147.0008995,204.0082572,10.86110255,10.861867
1953,47,51141.53,50543.83,0.003246,0.004471,166.0054064,225.9814639,10.84235217,10.83059616
1953,48,50022.28,49113.62,0.003618,0.004724,180.980609,232.0127409,10.82022379,10.80189167
1953,49,48776.68,47957.33,0.003588,0.004817,175.0107278,231.0104586,10.79500761,10.77806694
1953,50,48361.17,47189.02,0.004673,0.005446,225.9917474,256.9914029,10.7864525,10.76191652
1953,51,47985.8,46831.02,0.005252,0.005445,252.0214216,254.9949039,10.77866041,10.75430108
1953,52,47114.2,45690.95,0.005391,0.006894,253.9926522,314.9934093,10.76032972,10.72965553
1953,53,45317.53,43549.18,0.005362,0.007095,242.9925959,308.9814321,10.72144921,10.68164615
1953,54,43887.7,42036.72,0.006767,0.009135,296.9880659,384.0054372,10.68938938,10.6462988
1953,55,43096.58,41292.5,0.007332,0.00913,315.9841246,377.000525,10.67119892,10.62843616
1953,56,42000.4,40137.37,0.007833,0.011685,328.9891332,469.0051685,10.64543442,10.6000631
1953,57,41367.75,39086.98,0.007929,0.011052,328.0048898,431.989303,10.63025687,10.5735447
1953,58,40227.8,37478.75,0.009073,0.013794,364.9868294,516.9818775,10.60231358,10.53152939
1953,59,38909.78,35939.62,0.010948,0.014385,425.9842714,516.9914337,10.56900091,10.48959559
1953,60,37571.15,34573.6,0.011285,0.015995,423.9904278,553.004732,10.53399175,10.45084566
1953,61,36744.88,33454.77,0.0129,0.016859,474.008952,564.0139674,10.51175418,10.41794966
1953,62,35983.63,32345.8,0.013367,0.018271,480.9931822,590.9901118,10.49081939,10.38423946
1953,63,34397.58,30589.87,0.014914,0.020203,513.0055081,618.0071436,10.44574149,10.32842419
1953,64,33583.53,29900.6,0.017211,0.022374,578.0061348,668.9960244,10.42179105,10.30563383
1953,65,33195.17,29678.33,0.019431,0.025069,645.0153483,744.0060548,10.41015966,10.29817243
1953,66,32153.42,28683.52,0.020433,0.027054,656.9908309,776.0039501,10.3782741,10.26407802
1953,67,30479.18,27311.47,0.024443,0.02823,745.0025967,771.0027981,10.32479911,10.21506204
1953,68,29092.12,26084.58,0.027155,0.034695,789.9965186,905.0045031,10.27822263,10.16909961
1953,69,27489.08,24257.8,0.031249,0.036978,859.0062609,897.0049284,10.22154411,10.09649349
1953,70,25519.08,22319.73,0.034602,0.04113,883.0112062,918.0104949,10.14718169,10.01322632
1953,71,24044.9,21230.4,0.039509,0.044841,949.9899541,951.9923664,10.0876782,9.963189396
1953,72,22792.97,20006.98,0.045321,0.048633,1033.000193,972.9994583,10.03420743,9.903836492
